"1","0","Главная страница","main","index","<p>Добро пожаловать в Ronny CMS!</p>","заглавная страница","главная страница page pages to4ka programming team","821","0","1309289076","1406013520"
        <td valign=""top"" style=""border-style: none solid solid; border-right-color: rgb(55, 85, 150); border-bottom-color: rgb(55, 85, 150); border-left-color: rgb(55, 85, 150); border-right-width: 1pt; border-bottom-width: 1pt; border-left-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">15<o:p></o:p></span></p> </td> 
        <td width=""38%"" valign=""top"" style=""width: 38.28%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">Островский район<o:p></o:p></span></p> </td> 
        <td width=""55%"" valign=""top"" style=""width: 55.82%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">т.ф. 8 (49438) 2-86-00; 8-910-196-57-00<o:p></o:p></span></p> </td> 
      </tr> 
      <tr> 
        <td valign=""top"" style=""border-style: none solid solid; border-right-color: rgb(55, 85, 150); border-bottom-color: rgb(55, 85, 150); border-left-color: rgb(55, 85, 150); border-right-width: 1pt; border-bottom-width: 1pt; border-left-width: 1pt; background-color: rgb(244, 244, 244); padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">16<o:p></o:p></span></p> </td> 
        <td width=""38%"" valign=""top"" style=""width: 38.28%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: rgb(244, 244, 244); padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">Павинский район<o:p></o:p></span></p> </td> 
        <td width=""55%"" valign=""top"" style=""width: 55.82%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: rgb(244, 244, 244); padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">т.ф. 8 (49439) 2-13-55<o:p></o:p></span></p> </td> 
      </tr> 
      <tr> 
        <td valign=""top"" style=""border-style: none solid solid; border-right-color: rgb(55, 85, 150); border-bottom-color: rgb(55, 85, 150); border-left-color: rgb(55, 85, 150); border-right-width: 1pt; border-bottom-width: 1pt; border-left-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">17<o:p></o:p></span></p> </td> 
        <td width=""38%"" valign=""top"" style=""width: 38.28%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">Парфеньевский район<o:p></o:p></span></p> </td> 
        <td width=""55%"" valign=""top"" style=""width: 55.82%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">т.ф. 8 (49440) 5-41-52<o:p></o:p></span></p> </td> 
      </tr> 
      <tr> 
        <td valign=""top"" style=""border-style: none solid solid; border-right-color: rgb(55, 85, 150); border-bottom-color: rgb(55, 85, 150); border-left-color: rgb(55, 85, 150); border-right-width: 1pt; border-bottom-width: 1pt; border-left-width: 1pt; background-color: rgb(244, 244, 244); padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">18<o:p></o:p></span></p> </td> 
        <td width=""38%"" valign=""top"" style=""width: 38.28%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: rgb(244, 244, 244); padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">Поназыревский район<o:p></o:p></span></p> </td> 
        <td width=""55%"" valign=""top"" style=""width: 55.82%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: rgb(244, 244, 244); padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">т.ф. 8 (49448) 2-15-65<o:p></o:p></span></p> </td> 
      </tr> 
      <tr> 
        <td valign=""top"" style=""border-style: none solid solid; border-right-color: rgb(55, 85, 150); border-bottom-color: rgb(55, 85, 150); border-left-color: rgb(55, 85, 150); border-right-width: 1pt; border-bottom-width: 1pt; border-left-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">19<o:p></o:p></span></p> </td> 
        <td width=""38%"" valign=""top"" style=""width: 38.28%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">Пыщугский район<o:p></o:p></span></p> </td> 
        <td width=""55%"" valign=""top"" style=""width: 55.82%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">т.ф. 8 (49452) 2-77-81<o:p></o:p></span></p> </td> 
      </tr> 
      <tr> 
        <td valign=""top"" style=""border-style: none solid solid; border-right-color: rgb(55, 85, 150); border-bottom-color: rgb(55, 85, 150); border-left-color: rgb(55, 85, 150); border-right-width: 1pt; border-bottom-width: 1pt; border-left-width: 1pt; background-color: rgb(244, 244, 244); padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">20<o:p></o:p></span></p> </td> 
        <td width=""38%"" valign=""top"" style=""width: 38.28%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: rgb(244, 244, 244); padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">Солигаличский район<o:p></o:p></span></p> </td> 
        <td width=""55%"" valign=""top"" style=""width: 55.82%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: rgb(244, 244, 244); padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">т.ф. 8 (49436) 5-16-90<o:p></o:p></span></p> </td> 
      </tr> 
      <tr> 
        <td valign=""top"" style=""border-style: none solid solid; border-right-color: rgb(55, 85, 150); border-bottom-color: rgb(55, 85, 150); border-left-color: rgb(55, 85, 150); border-right-width: 1pt; border-bottom-width: 1pt; border-left-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">21<o:p></o:p></span></p> </td> 
        <td width=""38%"" valign=""top"" style=""width: 38.28%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">Судиславский район<o:p></o:p></span></p> </td> 
        <td width=""55%"" valign=""top"" style=""width: 55.82%; border-style: none solid solid none; border-bottom-color: rgb(55, 85, 150); border-bottom-width: 1pt; border-right-color: rgb(55, 85, 150); border-right-width: 1pt; background-color: transparent; padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
          <p align=""center"" style=""text-align: center;"" class=""ConsPlusNormal""><span style=""font-size: 12pt;"">т.ф. 8 (49433) 9-76-41; 8-920-386-80-04<o:p></o:p></span></p> </td> 
      </tr> 
      <tr> 
        <td valign=""top"" style=""border-style: none solid solid; border-right-color: rgb(55, 85, 150); border-bottom-color: rgb(55, 85, 150); border-left-color: rgb(55, 85, 150); border-right-width: 1pt; border-bottom-width: 1pt; border-left-width: 1pt; background-color: rgb(244, 244, 244); padding: 2.25pt; background-position: initial initial; background-repeat: initial initial;""> 
